cat,pot(V vs. RHE),pot(V vs. SHE),pot(V vs. Ag/AgCl),pot(V vs. Fc/Fc),jtotal(mA cm^-2),jpartial(mA cm^2),FE,elect,conc,prod,pH,Author,Title,Subject
 Cu/N-doped porous carbon,-0.6809488510007412,,,, -7.641791044776118,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.6406226834692363,,,, -6.567164179104479,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.6008895478131949,,,, -5.611940298507463,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.5587842846553,,,, -4.7462686567164205,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.5202372127501853,,,, -4,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.48050407709414366,,,, -3.343283582089555,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.4413639733135656,,,, -2.776119402985077,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.39985174203113405,,,, -2.3582089552238834,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.35893254262416596,,,, -2.0298507462686572,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.3186063750926612,,,, -1.7014925373134337,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.2794662713120829,,,, -1.4029850746268666,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/N-doped porous carbon,-0.2379540400296516,,,, -1.1641791044776122,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-1,,,, -11.850746268656717,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9614529280948851,,,, -10.417910447761192,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.9205337286879169,,,, -9.014925373134328,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.8784284655300223,,,, -7.582089552238806,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.8416604892512973,,,, -6.626865671641793,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.8001482579688658,,,, -5.64179104477612,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.7598220904373609,,,, -4.776119402985076,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.7194959229058562,,,, -4.119402985074629,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.6803558191252779,,,, -3.462686567164182,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.6394366197183099,,,, -2.955223880597016,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.5985174203113419,,,, -2.567164179104479,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.5581912527798368,,,, -2.179104477611941,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.5202372127501853,,,, -1.8805970149253763,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.47991104521868044,,,, -1.641791044776122,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.4383988139362489,,,, -1.3731343283582111,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.3974796145292808,,,, -1.2537313432835812,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.3559673832468492,,,, -1.104477611940296,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.31801334321719765,,,, -0.9253731343283551,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu/porous carbon,-0.27650111193476634,,,, -0.8656716417910424,,, KHCO3, 0.2M,,,Hyunsu Han,Selective electrochemical CO2 conversion to multicarbon alcohols on highly efficient N-doped porous carbon-supported Cu catalysts,Green Chemistry (2020)
 Cu foil,-1.3884839419664913,,,, -9.476250322480945,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.3581031307550644,,,, -8.980327353986242,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.3277223195436374,,,, -8.520531224256055,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.2973415083322104,,,, -8.064019352595368,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.2669606971207834,,,, -7.630497287421191,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.2365798859093564,,,, -7.183838189969009,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.2061990746979294,,,, -6.753600382864333,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.1758182634865024,,,, -6.306941285412151,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.1454374522750754,,,, -5.866850704098971,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.1150566410636484,,,, -5.4464656712028,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.0846758298522214,,,, -5.0523547028626385,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.0542950186407944,,,, -4.66481225066148,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-1.0239142074293674,,,, -4.2838383145993255,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.9935333962179402,,,, -3.9225699269541776,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.9631525850065132,,,, -3.5744385715870352,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.9327717737950862,,,, -3.226307216219893,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.9023909625836592,,,, -2.911018441547765,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.8720101513722323,,,, -2.5727398603891265,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.8416293401608051,,,, -2.2673038599255006,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.8112485289493782,,,, -1.9881419240178877,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.7808677177379513,,,, -1.7056957300407722,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.7504869065265241,,,, -1.4462393425501662,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.7201060953150971,,,, -1.2064885034765682,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.6897252841036701,,,, -0.9733061805419725,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.6593444728922431,,,, -0.7696821802328904,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.6289636616808161,,,, -0.5824794702713136,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.5985828504693891,,,, -0.421550824865748,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.5682020392579621,,,, -0.29018050208569423,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.5378212280465351,,,, -0.1686629535141444,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.5074404168351081,,,, -0.05699817915109895,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.47982149755199255,,,, 0.027662695529380166,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.3693458204195308,,,, -0.040576888803592226,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.44674796747967504,,,, 0.037220843672450155,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.4126016260162604,,,, 0.037220843672450155,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.338617886178862,,,, 0.037220843672450155,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.2987804878048783,,,, 0.037220843672450155,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.24756097560975654,,,, 0.037220843672450155,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.16219512195121988,,,, 0.037220843672450155,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu foil,-0.08252032520325225,,,, 0.037220843672450155,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.3898648879306472,,,, -18.566419807246756,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.3636269146116875,,,, -17.766812442592162,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.3373889412927277,,,, -17.01296574037262,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.3111509679737682,,,, -16.261527494070716,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.2849129946548085,,,, -15.466737041251391,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.257294075371693,,,, -14.700848059443679,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.2282942101244218,,,, -13.877156135612743,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.1979133989129948,,,, -13.082365682793415,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.1689135336657234,,,, -12.273124494468287,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.139913668418452,,,, -11.492784777154767,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.109532857207025,,,, -10.697994324335443,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.079152045995598,,,, -9.962320516767143,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.0487712347841711,,,, -9.180667096225825,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-1.0183904235727441,,,, -8.438424772518521,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.9880096123613172,,,, -7.725740771436731,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.9576288011498901,,,, -7.045899351049954,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.9272479899384631,,,, -6.366057930663175,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.8968671787270361,,,, -5.6927850264154,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.8664863675156091,,,, -5.08191302548815,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.8361055563041821,,,, -4.503883605255915,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.8057247450927552,,,, -3.948843991510188,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.7753439338813282,,,, -3.4135099261814696,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.7449631226699012,,,, -2.9192290867215176,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.714582311458474,,,, -2.4101690859488096,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.684201500247047,,,, -1.948730827183871,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.6676301486771778,,,, -1.4469431121364877,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.6400112293940623,,,, -1.3969754715076456,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.6096304181826353,,,, -1.0586968903490081,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.5792496069712083,,,, -0.7039970188428626,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.5488687957597813,,,, -0.4182665667962464,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.5267736603332889,,,, -0.2790140246493893,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.410774199344204,,,, -0.040576888803592226,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.19534662893590315,,,, 0.10393046625446667,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.48373983739837434,,,, -0.11166253101737622,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.4439024390243904,,,, -0.11166253101737622,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Cu nanoparticle,-0.3186991869918703,,,, 0.1116625310173629,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Zn/Cu nanoparticle,-1.391245833894803,,,, -22.79647121725183,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Zn/Cu nanoparticle,-1.3691506984683106,,,, -21.964407041897686,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
 Zn/Cu nanoparticle,-1.348436509005974,,,, -21.197356840272544,,, KHCO3, 0.5M,, 7.2,Liang Hou,d0qi00025f 1..10 ++,Inorg. Chem. Front. 
